development	14,1,0.0009290226681531029,0.00011092008208086075	ham	0.0009290226681531029	
utilities	14,0,0.0009290226681531029,5.546004104043037e-05	ham	0.0009290226681531029	
role	13,0,0.0008670878236095627,5.546004104043037e-05	ham	0.0008670878236095627	
meter	13,0,0.0008670878236095627,5.546004104043037e-05	ham	0.0008670878236095627	
years	13,2,0.0008670878236095627,0.00016638012312129112	ham	0.0008670878236095627	
she	13,1,0.0008670878236095627,0.00011092008208086075	ham	0.0008670878236095627	
following	13,7,0.0008670878236095627,0.000443680328323443	ham	0.0008670878236095627	
crenshaw	13,0,0.0008670878236095627,5.546004104043037e-05	ham	0.0008670878236095627	
b	13,3,0.0008670878236095627,0.0002218401641617215	ham	0.0008670878236095627	
agreement	12,2,0.0008051529790660225,0.00016638012312129112	ham	0.0008051529790660225	
including	12,3,0.0008051529790660225,0.0002218401641617215	ham	0.0008051529790660225	
bankruptcy	12,2,0.0008051529790660225,0.00016638012312129112	ham	0.0008051529790660225	
forward	12,1,0.0008051529790660225,0.00011092008208086075	ham	0.0008051529790660225	
available	12,9,0.0008051529790660225,0.0005546004104043037	ham	0.0008051529790660225	
going	12,11,0.0008051529790660225,0.0006655204924851645	ham	0.0008051529790660225	
america	12,1,0.0008051529790660225,0.00011092008208086075	ham	0.0008051529790660225	
office	12,11,0.0008051529790660225,0.0006655204924851645	ham	0.0008051529790660225	
leadership	12,0,0.0008051529790660225,5.546004104043037e-05	ham	0.0008051529790660225	
wholesale	12,1,0.0008051529790660225,0.00011092008208086075	ham	0.0008051529790660225	
two	12,9,0.0008051529790660225,0.0005546004104043037	ham	0.0008051529790660225	
within	12,8,0.0008051529790660225,0.0004991403693638733	ham	0.0008051529790660225	
several	11,5,0.0007432181345224824,0.00033276024624258224	ham	0.0007432181345224824	
year	11,10,0.0007432181345224824,0.0006100604514447341	ham	0.0007432181345224824	
mike	11,0,0.0007432181345224824,5.546004104043037e-05	ham	0.0007432181345224824	
monday	11,2,0.0007432181345224824,0.00016638012312129112	ham	0.0007432181345224824	
than	11,10,0.0007432181345224824,0.0006100604514447341	ham	0.0007432181345224824	
under	11,8,0.0007432181345224824,0.0004991403693638733	ham	0.0007432181345224824	
additional	11,0,0.0007432181345224824,5.546004104043037e-05	ham	0.0007432181345224824	
deal	11,3,0.0007432181345224824,0.0002218401641617215	ham	0.0007432181345224824	
kaminski	11,0,0.0007432181345224824,5.546004104043037e-05	ham	0.0007432181345224824	
contracts	11,1,0.0007432181345224824,0.00011092008208086075	ham	0.0007432181345224824	
assets	11,1,0.0007432181345224824,0.00011092008208086075	ham	0.0007432181345224824	
currently	11,4,0.0007432181345224824,0.00027730020520215184	ham	0.0007432181345224824	
human	11,2,0.0007432181345224824,0.00016638012312129112	ham	0.0007432181345224824	
had	10,9,0.0006812832899789422,0.0005546004104043037	ham	0.0006812832899789422	
houston	10,0,0.0006812832899789422,5.546004104043037e-05	ham	0.0006812832899789422	
azurix	10,0,0.0006812832899789422,5.546004104043037e-05	ham	0.0006812832899789422	
continue	10,4,0.0006812832899789422,0.00027730020520215184	ham	0.0006812832899789422	
hpl	10,0,0.0006812832899789422,5.546004104043037e-05	ham	0.0006812832899789422	
dynegy	10,0,0.0006812832899789422,5.546004104043037e-05	ham	0.0006812832899789422	
everyone	10,6,0.0006812832899789422,0.0003882202872830126	ham	0.0006812832899789422	
id	10,3,0.0006812832899789422,0.0002218401641617215	ham	0.0006812832899789422	
ees	10,0,0.0006812832899789422,5.546004104043037e-05	ham	0.0006812832899789422	
system	10,2,0.0006812832899789422,0.00016638012312129112	ham	0.0006812832899789422	
until	10,4,0.0006812832899789422,0.00027730020520215184	ham	0.0006812832899789422	
update	10,1,0.0006812832899789422,0.00011092008208086075	ham	0.0006812832899789422	
thu	10,0,0.0006812832899789422,5.546004104043037e-05	ham	0.0006812832899789422	
transmission	10,0,0.0006812832899789422,5.546004104043037e-05	ham	0.0006812832899789422	
responsibility	10,0,0.0006812832899789422,5.546004104043037e-05	ham	0.0006812832899789422	
number	9,2,0.0006193484454354019,0.00016638012312129112	ham	0.0006193484454354019	
roberts	9,0,0.0006193484454354019,5.546004104043037e-05	ham	0.0006193484454354019	
since	9,1,0.0006193484454354019,0.00011092008208086075	ham	0.0006193484454354019	
th	9,0,0.0006193484454354019,5.546004104043037e-05	ham	0.0006193484454354019	
market	9,3,0.0006193484454354019,0.0002218401641617215	ham	0.0006193484454354019	
volume	9,0,0.0006193484454354019,5.546004104043037e-05	ham	0.0006193484454354019	
well	9,7,0.0006193484454354019,0.000443680328323443	ham	0.0006193484454354019	
previous	9,0,0.0006193484454354019,5.546004104043037e-05	ham	0.0006193484454354019	
senior	9,2,0.0006193484454354019,0.00016638012312129112	ham	0.0006193484454354019	
last	9,5,0.0006193484454354019,0.00033276024624258224	ham	0.0006193484454354019	
report	9,2,0.0006193484454354019,0.00016638012312129112	ham	0.0006193484454354019	
ve	9,7,0.0006193484454354019,0.000443680328323443	ham	0.0006193484454354019	
may	9,10,0.0006193484454354019,0.0006100604514447341	ham	0.0006193484454354019	
financial	9,0,0.0006193484454354019,5.546004104043037e-05	ham	0.0006193484454354019	
inc	9,1,0.0006193484454354019,0.00011092008208086075	ham	0.0006193484454354019	
end	9,7,0.0006193484454354019,0.000443680328323443	ham	0.0006193484454354019	
however	9,2,0.0006193484454354019,0.00016638012312129112	ham	0.0006193484454354019	
l	9,1,0.0006193484454354019,0.00011092008208086075	ham	0.0006193484454354019	
george	9,0,0.0006193484454354019,5.546004104043037e-05	ham	0.0006193484454354019	
critical	9,0,0.0006193484454354019,5.546004104043037e-05	ham	0.0006193484454354019	
day	9,8,0.0006193484454354019,0.0004991403693638733	ham	0.0006193484454354019	
feel	9,7,0.0006193484454354019,0.000443680328323443	ham	0.0006193484454354019	
davis	9,0,0.0006193484454354019,5.546004104043037e-05	ham	0.0006193484454354019	
california	9,0,0.0006193484454354019,5.546004104043037e-05	ham	0.0006193484454354019	
implementation	9,0,0.0006193484454354019,5.546004104043037e-05	ham	0.0006193484454354019	
discussion	8,0,0.0005574136008918618,5.546004104043037e-05	ham	0.0005574136008918618	
call	8,3,0.0005574136008918618,0.0002218401641617215	ham	0.0005574136008918618	
desk	8,3,0.0005574136008918618,0.0002218401641617215	ham	0.0005574136008918618	
ena	8,0,0.0005574136008918618,5.546004104043037e-05	ham	0.0005574136008918618	
brazil	8,0,0.0005574136008918618,5.546004104043037e-05	ham	0.0005574136008918618	
already	8,3,0.0005574136008918618,0.0002218401641617215	ham	0.0005574136008918618	
few	8,2,0.0005574136008918618,0.00016638012312129112	ham	0.0005574136008918618	
gibner	8,0,0.0005574136008918618,5.546004104043037e-05	ham	0.0005574136008918618	
being	8,2,0.0005574136008918618,0.00016638012312129112	ham	0.0005574136008918618	
support	8,2,0.0005574136008918618,0.00016638012312129112	ham	0.0005574136008918618	
regional	8,0,0.0005574136008918618,5.546004104043037e-05	ham	0.0005574136008918618	
ranch	8,0,0.0005574136008918618,5.546004104043037e-05	ham	0.0005574136008918618	
location	8,0,0.0005574136008918618,5.546004104043037e-05	ham	0.0005574136008918618	
point	8,6,0.0005574136008918618,0.0003882202872830126	ham	0.0005574136008918618	
vastar	8,0,0.0005574136008918618,5.546004104043037e-05	ham	0.0005574136008918618	
north	8,3,0.0005574136008918618,0.0002218401641617215	ham	0.0005574136008918618	
morning	8,2,0.0005574136008918618,0.00016638012312129112	ham	0.0005574136008918618	
possible	8,5,0.0005574136008918618,0.00033276024624258224	ham	0.0005574136008918618	
stinson	8,0,0.0005574136008918618,5.546004104043037e-05	ham	0.0005574136008918618	
michael	7,1,0.0004954787563483216,0.00011092008208086075	ham	0.0004954787563483216	
training	7,1,0.0004954787563483216,0.00011092008208086075	ham	0.0004954787563483216	
williams	7,0,0.0004954787563483216,5.546004104043037e-05	ham	0.0004954787563483216	
pg	7,0,0.0004954787563483216,5.546004104043037e-05	ham	0.0004954787563483216	
plan	7,0,0.0004954787563483216,5.546004104043037e-05	ham	0.0004954787563483216	
set	7,6,0.0004954787563483216,0.0003882202872830126	ham	0.0004954787563483216	
louise	7,0,0.0004954787563483216,5.546004104043037e-05	ham	0.0004954787563483216	
susan	7,0,0.0004954787563483216,5.546004104043037e-05	ham	0.0004954787563483216	
provide	7,6,0.0004954787563483216,0.0003882202872830126	ham	0.0004954787563483216	
yesterday	7,0,0.0004954787563483216,5.546004104043037e-05	ham	0.0004954787563483216	
still	7,4,0.0004954787563483216,0.00027730020520215184	ham	0.0004954787563483216	
raymond	7,0,0.0004954787563483216,5.546004104043037e-05	ham	0.0004954787563483216	
prior	7,0,0.0004954787563483216,5.546004104043037e-05	ham	0.0004954787563483216	
lyn	7,0,0.0004954787563483216,5.546004104043037e-05	ham	0.0004954787563483216	
likely	7,0,0.0004954787563483216,5.546004104043037e-05	ham	0.0004954787563483216	
mary	7,0,0.0004954787563483216,5.546004104043037e-05	ham	0.0004954787563483216	
perspective	7,0,0.0004954787563483216,5.546004104043037e-05	ham	0.0004954787563483216	
take	7,7,0.0004954787563483216,0.000443680328323443	ham	0.0004954787563483216	
reporting	7,0,0.0004954787563483216,5.546004104043037e-05	ham	0.0004954787563483216	
manager	7,0,0.0004954787563483216,5.546004104043037e-05	ham	0.0004954787563483216	
change	7,5,0.0004954787563483216,0.00033276024624258224	ham	0.0004954787563483216	
further	7,2,0.0004954787563483216,0.00016638012312129112	ham	0.0004954787563483216	
corporate	7,1,0.0004954787563483216,0.00011092008208086075	ham	0.0004954787563483216	
gary	7,0,0.0004954787563483216,5.546004104043037e-05	ham	0.0004954787563483216	
activities	7,0,0.0004954787563483216,5.546004104043037e-05	ham	0.0004954787563483216	
key	7,0,0.0004954787563483216,5.546004104043037e-05	ham	0.0004954787563483216	
effective	7,3,0.0004954787563483216,0.0002218401641617215	ham	0.0004954787563483216	
either	7,2,0.0004954787563483216,0.00016638012312129112	ham	0.0004954787563483216	
again	7,4,0.0004954787563483216,0.00027730020520215184	ham	0.0004954787563483216	
during	7,1,0.0004954787563483216,0.00011092008208086075	ham	0.0004954787563483216	
expertise	7,0,0.0004954787563483216,5.546004104043037e-05	ham	0.0004954787563483216	
june	7,4,0.0004954787563483216,0.00027730020520215184	ham	0.0004954787563483216	
her	7,2,0.0004954787563483216,0.00016638012312129112	ham	0.0004954787563483216	
daren	7,0,0.0004954787563483216,5.546004104043037e-05	ham	0.0004954787563483216	
flow	7,1,0.0004954787563483216,0.00011092008208086075	ham	0.0004954787563483216	
employees	7,0,0.0004954787563483216,5.546004104043037e-05	ham	0.0004954787563483216	
camp	7,0,0.0004954787563483216,5.546004104043037e-05	ham	0.0004954787563483216	
arcy	7,0,0.0004954787563483216,5.546004104043037e-05	ham	0.0004954787563483216	
delete	7,1,0.0004954787563483216,0.00011092008208086075	ham	0.0004954787563483216	
bailout	7,0,0.0004954787563483216,5.546004104043037e-05	ham	0.0004954787563483216	
commodity	6,1,0.00043354391180478136,0.00011092008208086075	ham	0.00043354391180478136	
employee	6,0,0.00043354391180478136,5.546004104043037e-05	ham	0.00043354391180478136	
entergy	6,0,0.00043354391180478136,5.546004104043037e-05	ham	0.00043354391180478136	
dave	6,0,0.00043354391180478136,5.546004104043037e-05	ham	0.00043354391180478136	
early	6,2,0.00043354391180478136,0.00016638012312129112	ham	0.00043354391180478136	
filing	6,0,0.00043354391180478136,5.546004104043037e-05	ham	0.00043354391180478136	
carroll	6,0,0.00043354391180478136,5.546004104043037e-05	ham	0.00043354391180478136	
contract	6,3,0.00043354391180478136,0.0002218401641617215	ham	0.00043354391180478136	
case	6,1,0.00043354391180478136,0.00011092008208086075	ham	0.00043354391180478136	
done	6,0,0.00043354391180478136,5.546004104043037e-05	ham	0.00043354391180478136	
based	6,4,0.00043354391180478136,0.00027730020520215184	ham	0.00043354391180478136	
cash	6,5,0.00043354391180478136,0.00033276024624258224	ham	0.00043354391180478136	
fyi	6,0,0.00043354391180478136,5.546004104043037e-05	ham	0.00043354391180478136	
attend	6,1,0.00043354391180478136,0.00011092008208086075	ham	0.00043354391180478136	
attached	6,0,0.00043354391180478136,5.546004104043037e-05	ham	0.00043354391180478136	
grant	6,0,0.00043354391180478136,5.546004104043037e-05	ham	0.00043354391180478136	
delivery	6,2,0.00043354391180478136,0.00016638012312129112	ham	0.00043354391180478136	
dec	6,0,0.00043354391180478136,5.546004104043037e-05	ham	0.00043354391180478136	
internal	6,1,0.00043354391180478136,0.00011092008208086075	ham	0.00043354391180478136	
effort	6,0,0.00043354391180478136,5.546004104043037e-05	ham	0.00043354391180478136	
burton	6,0,0.00043354391180478136,5.546004104043037e-05	ham	0.00043354391180478136	
natural	6,1,0.00043354391180478136,0.00011092008208086075	ham	0.00043354391180478136	
personnel	6,0,0.00043354391180478136,5.546004104043037e-05	ham	0.00043354391180478136	
ravi	6,0,0.00043354391180478136,5.546004104043037e-05	ham	0.00043354391180478136	
lin	6,0,0.00043354391180478136,5.546004104043037e-05	ham	0.00043354391180478136	
pilot	6,0,0.00043354391180478136,5.546004104043037e-05	ham	0.00043354391180478136	
w	6,4,0.00043354391180478136,0.00027730020520215184	ham	0.00043354391180478136	
suppliers	6,0,0.00043354391180478136,5.546004104043037e-05	ham	0.00043354391180478136	
users	6,0,0.00043354391180478136,5.546004104043037e-05	ham	0.00043354391180478136	
production	6,2,0.00043354391180478136,0.00016638012312129112	ham	0.00043354391180478136	
less	6,6,0.00043354391180478136,0.0003882202872830126	ham	0.00043354391180478136	
schedule	6,0,0.00043354391180478136,5.546004104043037e-05	ham	0.00043354391180478136	
legislature	6,0,0.00043354391180478136,5.546004104043037e-05	ham	0.00043354391180478136	
organization	6,0,0.00043354391180478136,5.546004104043037e-05	ham	0.00043354391180478136	
unit	6,0,0.00043354391180478136,5.546004104043037e-05	ham	0.00043354391180478136	
thuraisingham	6,0,0.00043354391180478136,5.546004104043037e-05	ham	0.00043354391180478136	
vice	6,0,0.00043354391180478136,5.546004104043037e-05	ham	0.00043354391180478136	
utility	6,0,0.00043354391180478136,5.546004104043037e-05	ham	0.00043354391180478136	
later	6,3,0.00043354391180478136,0.0002218401641617215	ham	0.00043354391180478136	
stella	6,0,0.00043354391180478136,5.546004104043037e-05	ham	0.00043354391180478136	
smith	6,0,0.00043354391180478136,5.546004104043037e-05	ham	0.00043354391180478136	
via	6,2,0.00043354391180478136,0.00016638012312129112	ham	0.00043354391180478136	
martin	6,0,0.00043354391180478136,5.546004104043037e-05	ham	0.00043354391180478136	
version	6,2,0.00043354391180478136,0.00016638012312129112	ham	0.00043354391180478136	
process	6,5,0.00043354391180478136,0.00033276024624258224	ham	0.00043354391180478136	
review	6,4,0.00043354391180478136,0.00027730020520215184	ham	0.00043354391180478136	
texaco	6,0,0.00043354391180478136,5.546004104043037e-05	ham	0.00043354391180478136	
nom	6,0,0.00043354391180478136,5.546004104043037e-05	ham	0.00043354391180478136	
weeks	6,0,0.00043354391180478136,5.546004104043037e-05	ham	0.00043354391180478136	
sources	6,0,0.00043354391180478136,5.546004104043037e-05	ham	0.00043354391180478136	
president	6,0,0.00043354391180478136,5.546004104043037e-05	ham	0.00043354391180478136	
made	6,5,0.00043354391180478136,0.00033276024624258224	ham	0.00043354391180478136	
robert	6,1,0.00043354391180478136,0.00011092008208086075	ham	0.00043354391180478136	
needs	6,3,0.00043354391180478136,0.0002218401641617215	ham	0.00043354391180478136	
needed	6,1,0.00043354391180478136,0.00011092008208086075	ham	0.00043354391180478136	
zimin	5,0,0.0003716090672612412,5.546004104043037e-05	ham	0.0003716090672612412	
view	5,5,0.0003716090672612412,0.00033276024624258224	ham	0.0003716090672612412	
understanding	5,2,0.0003716090672612412,0.00016638012312129112	ham	0.0003716090672612412	
paulo	5,0,0.0003716090672612412,5.546004104043037e-05	ham	0.0003716090672612412	
mark	5,1,0.0003716090672612412,0.00011092008208086075	ham	0.0003716090672612412	
nov	5,0,0.0003716090672612412,5.546004104043037e-05	ham	0.0003716090672612412	
performance	5,2,0.0003716090672612412,0.00016638012312129112	ham	0.0003716090672612412	
opportunities	5,1,0.0003716090672612412,0.00011092008208086075	ham	0.0003716090672612412	
transistion	5,0,0.0003716090672612412,5.546004104043037e-05	ham	0.0003716090672612412	
supervisors	5,0,0.0003716090672612412,5.546004104043037e-05	ham	0.0003716090672612412	
open	5,2,0.0003716090672612412,0.00016638012312129112	ham	0.0003716090672612412	
maureen	5,0,0.0003716090672612412,5.546004104043037e-05	ham	0.0003716090672612412	
samer	5,0,0.0003716090672612412,5.546004104043037e-05	ham	0.0003716090672612412	
lot	5,4,0.0003716090672612412,0.00027730020520215184	ham	0.0003716090672612412	
masson	5,0,0.0003716090672612412,5.546004104043037e-05	ham	0.0003716090672612412	
shanbhogue	5,0,0.0003716090672612412,5.546004104043037e-05	ham	0.0003716090672612412	
tlapek	5,0,0.0003716090672612412,5.546004104043037e-05	ham	0.0003716090672612412	
terms	5,0,0.0003716090672612412,5.546004104043037e-05	ham	0.0003716090672612412	
months	5,0,0.0003716090672612412,5.546004104043037e-05	ham	0.0003716090672612412	
weissman	5,0,0.0003716090672612412,5.546004104043037e-05	ham	0.0003716090672612412	
user	5,2,0.0003716090672612412,0.00016638012312129112	ham	0.0003716090672612412	
structure	5,0,0.0003716090672612412,5.546004104043037e-05	ham	0.0003716090672612412	
names	5,0,0.0003716090672612412,5.546004104043037e-05	ham	0.0003716090672612412	
lu	5,0,0.0003716090672612412,5.546004104043037e-05	ham	0.0003716090672612412	
working	5,3,0.0003716090672612412,0.0002218401641617215	ham	0.0003716090672612412	
tomorrow	5,0,0.0003716090672612412,5.546004104043037e-05	ham	0.0003716090672612412	
payroll	5,0,0.0003716090672612412,5.546004104043037e-05	ham	0.0003716090672612412	
regard	5,2,0.0003716090672612412,0.00016638012312129112	ham	0.0003716090672612412	
position	5,1,0.0003716090672612412,0.00011092008208086075	ham	0.0003716090672612412	
vasant	5,0,0.0003716090672612412,5.546004104043037e-05	ham	0.0003716090672612412	
local	5,1,0.0003716090672612412,0.00011092008208086075	ham	0.0003716090672612412	
soon	5,3,0.0003716090672612412,0.0002218401641617215	ham	0.0003716090672612412	
takriti	5,0,0.0003716090672612412,5.546004104043037e-05	ham	0.0003716090672612412	
responsibilities	5,0,0.0003716090672612412,5.546004104043037e-05	ham	0.0003716090672612412	
region	5,1,0.0003716090672612412,0.00011092008208086075	ham	0.0003716090672612412	
sergeev	5,0,0.0003716090672612412,5.546004104043037e-05	ham	0.0003716090672612412	
rick	5,0,0.0003716090672612412,5.546004104043037e-05	ham	0.0003716090672612412	
linda	5,0,0.0003716090672612412,5.546004104043037e-05	ham	0.0003716090672612412	
wednesday	5,0,0.0003716090672612412,5.546004104043037e-05	ham	0.0003716090672612412	
near	5,1,0.0003716090672612412,0.00011092008208086075	ham	0.0003716090672612412	
term	5,1,0.0003716090672612412,0.00011092008208086075	ham	0.0003716090672612412	
markets	5,0,0.0003716090672612412,5.546004104043037e-05	ham	0.0003716090672612412	
networks	5,1,0.0003716090672612412,0.00011092008208086075	ham	0.0003716090672612412	
vincent	5,0,0.0003716090672612412,5.546004104043037e-05	ham	0.0003716090672612412	
tang	5,0,0.0003716090672612412,5.546004104043037e-05	ham	0.0003716090672612412	
return	5,2,0.0003716090672612412,0.00016638012312129112	ham	0.0003716090672612412	
period	5,2,0.0003716090672612412,0.00016638012312129112	ham	0.0003716090672612412	
thursday	5,2,0.0003716090672612412,0.00016638012312129112	ham	0.0003716090672612412	
research	5,0,0.0003716090672612412,5.546004104043037e-05	ham	0.0003716090672612412	
ordered	5,0,0.0003716090672612412,5.546004104043037e-05	ham	0.0003716090672612412	
epenergy	5,0,0.0003716090672612412,5.546004104043037e-05	ham	0.0003716090672612412	
keeley	5,0,0.0003716090672612412,5.546004104043037e-05	ham	0.0003716090672612412	
baskets	5,0,0.0003716090672612412,5.546004104043037e-05	ham	0.0003716090672612412	
delainey	5,0,0.0003716090672612412,5.546004104043037e-05	ham	0.0003716090672612412	
issler	5,0,0.0003716090672612412,5.546004104043037e-05	ham	0.0003716090672612412	
join	5,4,0.0003716090672612412,0.00027730020520215184	ham	0.0003716090672612412	
applied	5,0,0.0003716090672612412,5.546004104043037e-05	ham	0.0003716090672612412	
held	5,0,0.0003716090672612412,5.546004104043037e-05	ham	0.0003716090672612412	
final	5,1,0.0003716090672612412,0.00011092008208086075	ham	0.0003716090672612412	
high	5,5,0.0003716090672612412,0.00033276024624258224	ham	0.0003716090672612412	
debt	5,5,0.0003716090672612412,0.00033276024624258224	ham	0.0003716090672612412	
ipps	5,0,0.0003716090672612412,5.546004104043037e-05	ham	0.0003716090672612412	
carlos	5,0,0.0003716090672612412,5.546004104043037e-05	ham	0.0003716090672612412	
february	5,0,0.0003716090672612412,5.546004104043037e-05	ham	0.0003716090672612412	
jason	5,0,0.0003716090672612412,5.546004104043037e-05	ham	0.0003716090672612412	
addition	5,0,0.0003716090672612412,5.546004104043037e-05	ham	0.0003716090672612412	
farmer	5,0,0.0003716090672612412,5.546004104043037e-05	ham	0.0003716090672612412	
billion	5,1,0.0003716090672612412,0.00011092008208086075	ham	0.0003716090672612412	
communication	5,3,0.0003716090672612412,0.0002218401641617215	ham	0.0003716090672612412	
julie	5,0,0.0003716090672612412,5.546004104043037e-05	ham	0.0003716090672612412	
